"hasName","animalType","sex","isIntact","monthsOld","breed1","breed2","isMix","color1","color2","outcome","size","life_span_low","life_span_high","price_low","price_high","adaptability","child_friendly","cat_dog_friendly","grooming","health_issues","intelligence","shedding_level"
"true","Dog","M","false","2","Vizsla","","true","Brown","","Adoption","Medium","10","14","800","1200","5","4","3","1","3","5","3"
"true","Dog","M","false","24","Pit Bull","","true","Brown Brindle","White","Transfer","Medium","10","14","500","700","3","4","1","1","2","3","3"
"false","Dog","F","false","36","German Shepherd","Great Pyrenees","false","White","","Adoption","Medium","10","13","800","2000","5","5","3","3","4","5","5"
"true","Cat","F","true","12","Domestic Shorthair","","true","Black","","Return_to_owner","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","48","Yorkshire Terrier","","true","Blue","Tan","Return_to_owner","Small","12","16","600","1000","5","1","4","5","4","5","1"
"true","Dog","F","false","24","Cardigan Welsh Corgi","Chihuahua Shorthair","false","Tan","","Transfer","Medium","12","15","1000","1200","5","5","5","3","2","5","4"
"true","Cat","F","false","3","Domestic Longhair","","false","Brown Tabby","","Adoption","","","","","","","","","","","",""
"false","Cat","F","true","12","Domestic Shorthair","","true","Calico","","Euthanasia","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","2","Chow Chow","Pit Bull","false","Black","","Adoption","Medium","13","15","600","800","2","2","2","5","3","3","4"
"false","Cat","F","false","24","Domestic Shorthair","","true","Black","White","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","12","Chihuahua Shorthair","","false","White","","Adoption","Small","14","18","600","800","5","1","5","1","4","3","1"
"false","Cat","","","0","Domestic Shorthair","","true","Blue Tabby","","Euthanasia","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Cat","","","0","Siamese","","true","Seal Point","","Transfer","Medium","12","15","400","600","5","4","5","3","1","5","3"
"false","Cat","M","true","24","Domestic Shorthair","","true","Blue Tabby","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","144","Pit Bull","","true","Brown Brindle","","Euthanasia","Medium","10","14","500","700","3","4","1","1","2","3","3"
"false","Dog","M","false","12","Dachshund","Beagle","false","Brown","White","Adoption","Small","12","15","500","700","5","2","3","2","3","4","1"
"true","Cat","M","false","2","Domestic Shorthair","","true","Black","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Cat","M","true","0","Domestic Shorthair","","true","Black","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Dog","F","true","3","Labrador Retriever","","true","Black","White","Transfer","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"false","Cat","F","false","3","Domestic Medium Hair","","true","Calico","","Adoption","","","","","","","","","","","",""
"true","Dog","M","false","5","Plott Hound","","true","Brown Brindle","White","Adoption","Medium","12","14","300","500","3","4","2","1","1","2","1"
"true","Dog","F","false","36","Boxer","Great Dane","false","Black","","Adoption","Medium","10","12","600","1200","4","4","3","1","3","4","3"
"true","Dog","F","false","84","Lhasa Apso","","false","White","Black","Transfer","Small","12","15","500","700","5","5","5","5","2","3","4"
"true","Dog","F","false","24","German Shepherd","","true","Black","Tan","Euthanasia","Medium","10","13","800","2000","5","5","3","3","4","5","5"
"true","Cat","F","false","4","Domestic Shorthair","","true","Black","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","108","Beagle","Treeing Walker Coonhound","false","White","Brown","Adoption","Small","12","15","500","800","5","5","3","1","3","3","3"
"true","Dog","M","false","7","Border Collie","","true","Black","White","Transfer","Medium","12","15","600","800","5","5","3","3","3","5","3"
"false","Cat","M","false","2","Domestic Shorthair","","true","Black","White","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Cat","M","true","36","Domestic Shorthair","","true","Black","White","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Dog","M","false","36","Border Terrier","","true","Gray","","Adoption","Small","12","15","1200","1400","5","5","2","3","2","5","1"
"true","Dog","M","false","60","Chihuahua Shorthair","","true","Tan","White","Adoption","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Dog","M","false","60","Boxer","","true","Brown Brindle","White","Transfer","Medium","10","12","600","1200","4","4","3","1","3","4","3"
"false","Cat","F","true","0","Domestic Medium Hair","","true","Blue","","Transfer","","","","","","","","","","","",""
"false","Cat","","","0","Domestic Shorthair","","true","Black","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Cat","F","false","48","Domestic Shorthair","","true","Torbie","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","48","Cairn Terrier","","true","Tan","White","Return_to_owner","Small","12","15","700","1000","3","4","3","3","2","4","3"
"true","Cat","M","false","2","Domestic Shorthair","","true","Brown Tabby","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","24","Chihuahua Shorthair","","true","Black","Tan","Return_to_owner","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Dog","M","false","24","Dogo Argentino","","true","White","","Adoption","Large","10","12","2800","5000","3","3","1","2","2","3","3"
"true","Dog","M","false","108","Dachshund","","true","Black","Brown","Return_to_owner","Small","12","15","500","700","5","2","3","2","3","4","1"
"true","Dog","M","false","60","Beagle","","true","Tricolor","","Return_to_owner","Small","12","15","500","800","5","5","3","1","3","3","3"
"true","Dog","M","false","12","Chihuahua Shorthair","Dachshund","false","Yellow Brindle","White","Euthanasia","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Dog","F","false","24","Pit Bull","","true","Fawn","White","Adoption","Medium","10","14","500","700","3","4","1","1","2","3","3"
"false","Cat","M","true","0","Domestic Shorthair","","true","Brown Tabby","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","true","5","Pit Bull","","true","White","Brown","Transfer","Medium","10","14","500","700","3","4","1","1","2","3","3"
"false","Cat","M","true","72","Domestic Shorthair","","true","Orange Tabby","","Euthanasia","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","12","Chihuahua Shorthair","","true","Tan","","Adoption","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Dog","M","true","3","Chihuahua Shorthair","","true","Black","White","Transfer","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Cat","F","true","1","Domestic Longhair","","true","Calico","","Transfer","","","","","","","","","","","",""
"true","Dog","F","false","36","Chihuahua Shorthair","","true","Brown","","Return_to_owner","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Dog","M","false","60","Dachshund","","true","Black","","Return_to_owner","Small","12","15","500","700","5","2","3","2","3","4","1"
"true","Dog","M","false","96","Miniature Schnauzer","Miniature Poodle","false","Black","","Adoption","Small","12","14","600","1000","5","4","3","4","3","5","1"
"false","Dog","F","false","2","Labrador Retriever","","true","Black","White","Adoption","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"false","Cat","F","true","84","Domestic Shorthair","","true","Tortie","","Euthanasia","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Cat","F","true","2","Domestic Shorthair","","true","Black","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","60","Pit Bull","","false","Black","","Adoption","Medium","10","14","500","700","3","4","1","1","2","3","3"
"true","Dog","M","false","12","Pit Bull","","true","White","Brown","Adoption","Medium","10","14","500","700","3","4","1","1","2","3","3"
"false","Cat","M","true","3","Domestic Shorthair","","true","Brown Tabby","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","24","Chihuahua Shorthair","","true","Brown","White","Return_to_owner","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Dog","F","false","108","Labrador Retriever","","true","Chocolate","White","Return_to_owner","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"true","Dog","F","false","36","Pit Bull","","true","Red","White","Adoption","Medium","10","14","500","700","3","4","1","1","2","3","3"
"true","Cat","F","false","36","Domestic Shorthair","","true","Calico","","Return_to_owner","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","12","Chihuahua Shorthair","Jack Russell Terrier","false","Black","White","Adoption","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Dog","F","false","24","Chihuahua Shorthair","","true","Black","Tan","Transfer","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Dog","F","false","12","Pit Bull","","false","Brown Brindle","","Return_to_owner","Medium","10","14","500","700","3","4","1","1","2","3","3"
"true","Cat","M","false","24","Siamese","","true","Flame Point","","Transfer","Medium","12","15","400","600","5","4","5","3","1","5","3"
"true","Dog","F","false","24","Tibetan Terrier","","true","Brown","","Return_to_owner","Medium","12","15","1200","2000","5","3","3","5","3","3","1"
"false","Cat","F","true","24","Domestic Shorthair","","true","Blue","White","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Cat","","","3","Domestic Shorthair","","true","Tortie","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","1","Miniature Pinscher","Chihuahua Shorthair","false","Tricolor","","Adoption","Small","12","15","400","600","5","4","3","1","2","4","3"
"false","Cat","M","false","2","Domestic Shorthair","","true","Orange Tabby","White","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Cat","M","false","10","Domestic Medium Hair","","true","Cream Tabby","","Adoption","","","","","","","","","","","",""
"true","Cat","F","false","24","Domestic Medium Hair","","true","Brown Tabby","White","Transfer","","","","","","","","","","","",""
"true","Cat","F","false","2","Domestic Medium Hair","","true","Calico","","Adoption","","","","","","","","","","","",""
"true","Dog","M","false","6","Labrador Retriever","","true","Yellow","","Adoption","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"true","Cat","F","false","2","Domestic Shorthair","","true","Brown Tabby","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Dog","F","false","12","Dachshund","","true","Tan","","Adoption","Small","12","15","500","700","5","2","3","2","3","4","1"
"true","Dog","F","true","6","Dachshund","","true","Brown","White","Transfer","Small","12","15","500","700","5","2","3","2","3","4","1"
"true","Cat","F","false","12","Domestic Shorthair","","true","Black","White","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Cat","M","true","0","Domestic Shorthair","","true","Calico","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Cat","M","false","24","Domestic Shorthair","","true","Brown Tabby","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","11","Blue Lacy","","true","Blue","White","Adoption","Medium","14","16","600","800","3","3","2","1","2","3","1"
"false","Dog","M","false","3","Rat Terrier","","true","Tricolor","","Transfer","Small","15","18","300","500","5","5","4","1","3","2","4"
"true","Dog","F","false","24","Dachshund Longhair","","false","Brown","","Return_to_owner","Small","12","15","500","700","5","2","3","2","3","4","1"
"true","Dog","M","false","24","Pit Bull","","true","Red","","Transfer","Medium","10","14","500","700","3","4","1","1","2","3","3"
"true","Dog","M","false","24","Pit Bull","","true","Brown","White","Adoption","Medium","10","14","500","700","3","4","1","1","2","3","3"
"true","Cat","F","false","4","Domestic Longhair","","false","Calico","","Adoption","","","","","","","","","","","",""
"false","Dog","F","true","4","Dachshund","Chihuahua Shorthair","false","Red","","Transfer","Small","12","15","500","700","5","2","3","2","3","4","1"
"false","Cat","F","true","5","Domestic Shorthair","","true","Torbie","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Cat","M","false","2","Domestic Shorthair","","true","Black Tabby","White","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","84","Chihuahua Shorthair","","true","Brown","White","Transfer","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Cat","M","false","48","Domestic Shorthair","","true","Black","White","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Cat","F","true","0","Domestic Shorthair","","true","Tortie","Calico","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","6","Border Collie","","true","Black","White","Adoption","Medium","12","15","600","800","5","5","3","3","3","5","3"
"true","Dog","F","true","5","Labrador Retriever","","true","Black","White","Adoption","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"true","Dog","F","false","96","Maltese","","false","White","","Return_to_owner","Small","15","18","600","800","5","4","5","3","3","4","1"
"false","Cat","M","false","2","Domestic Shorthair","","true","Black","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Cat","F","false","1","Domestic Shorthair","","true","Blue Tabby","White","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Dog","F","false","5","Labrador Retriever","","true","White","","Return_to_owner","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"true","Cat","M","true","1","Domestic Shorthair","","true","Brown Tabby","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Cat","M","true","4","Domestic Shorthair","","true","Blue Tabby","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","12","Chihuahua Shorthair","","true","White","Tan","Adoption","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Dog","M","false","24","Labrador Retriever","Rottweiler","false","Black","Brown","Adoption","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"true","Cat","F","false","132","Domestic Shorthair","","true","Tortie","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Dog","M","false","2","Dachshund","Manchester Terrier","false","Tricolor","","Adoption","Small","12","15","500","700","5","2","3","2","3","4","1"
"true","Cat","M","false","2","Domestic Shorthair","","true","White","Black","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Cat","F","true","2","Domestic Shorthair","","true","Brown Tabby","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","1","Plott Hound","Labrador Retriever","false","Black","Brown Brindle","Adoption","Medium","12","14","300","500","3","4","2","1","1","2","1"
"true","Dog","F","false","84","Chihuahua Shorthair","Rat Terrier","false","White","Tan","Return_to_owner","Small","14","18","600","800","5","1","5","1","4","3","1"
"false","Cat","M","true","0","Domestic Shorthair","","true","Cream Tabby","White","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","48","Siberian Husky","","false","White","Gray","Return_to_owner","Medium","12","14","700","1200","5","4","1","3","3","4","4"
"true","Dog","F","false","24","Australian Cattle Dog","","true","Tan","White","Transfer","Medium","12","15","500","700","3","5","3","1","3","5","3"
"true","Dog","F","false","12","Pointer","","true","White","Black","Return_to_owner","Medium","12","15","400","500","5","5","1","1","1","2","1"
"true","Dog","M","false","24","Pit Bull","","true","Brown Brindle","White","Return_to_owner","Medium","10","14","500","700","3","4","1","1","2","3","3"
"false","Cat","F","true","0","Domestic Medium Hair","","true","Brown Tabby","","Transfer","","","","","","","","","","","",""
"true","Cat","F","true","12","Domestic Shorthair","","true","Black","White","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","24","Yorkshire Terrier","Miniature Poodle","false","Tan","Silver","Adoption","Small","12","16","600","1000","5","1","4","5","4","5","1"
"false","Cat","M","true","10","Domestic Shorthair","","true","Orange Tabby","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","48","German Shepherd","","true","White","","Transfer","Medium","10","13","800","2000","5","5","3","3","4","5","5"
"true","Cat","F","false","4","Domestic Shorthair","","true","Brown Tabby","White","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","72","Catahoula","Labrador Retriever","false","White","Tan","Transfer","Large","10","14","500","700","3","4","2","2","2","3","1"
"false","Dog","F","false","9","Miniature Poodle","","true","Black","White","Adoption","Small","14","16","1000","1500","5","5","4","5","3","5","1"
"true","Dog","F","false","36","Jack Russell Terrier","Pit Bull","false","Red","","Adoption","Small","13","16","700","1000","5","4","2","2","3","2","5"
"true","Cat","F","false","8","Domestic Shorthair","","true","Torbie","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","10","Queensland Heeler","Shetland Sheepdog","false","Red Tick","Black","Adoption","Medium","12","15","500","700","3","5","3","1","3","5","3"
"false","Cat","M","false","12","Domestic Shorthair","","true","White","Cream Tabby","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","12","Catahoula","","true","Blue Merle","","Adoption","Large","10","14","500","700","3","4","2","2","2","3","1"
"true","Dog","M","false","12","Labrador Retriever","","true","Black","White","Adoption","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"true","Dog","M","false","3","Labrador Retriever","","true","Yellow","","Adoption","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"true","Dog","M","true","72","Chihuahua Shorthair","","true","Chocolate","Tan","Return_to_owner","Small","14","18","600","800","5","1","5","1","4","3","1"
"false","Cat","","","12","Domestic Longhair","","true","Black","","Transfer","","","","","","","","","","","",""
"true","Dog","M","false","24","American Pit Bull Terrier","","true","Tan","White","Return_to_owner","Medium","10","14","500","700","3","4","1","1","2","3","3"
"false","Dog","F","false","60","Dachshund Longhair","","true","Tan","White","Adoption","Small","12","15","500","700","5","2","3","2","3","4","1"
"false","Cat","M","false","144","Domestic Longhair","","true","Orange Tabby","White","Euthanasia","","","","","","","","","","","",""
"true","Dog","F","false","24","German Shepherd","","true","Sable","","Adoption","Medium","10","13","800","2000","5","5","3","3","4","5","5"
"true","Dog","M","false","72","Labrador Retriever","","true","Black","White","Adoption","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"true","Cat","M","false","3","Domestic Shorthair","","true","Black","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","8","Doberman Pinsch","","true","Tricolor","","Return_to_owner","Medium","10","12","800","1000","5","3","3","2","4","5","3"
"true","Cat","M","false","12","Domestic Shorthair","","true","Black","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Cat","F","true","180","Domestic Shorthair","","true","Black","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Dog","F","true","0","Pointer","","true","Chocolate","White","Transfer","Medium","12","15","400","500","5","5","1","1","1","2","1"
"true","Dog","M","false","5","Dachshund","Jack Russell Terrier","false","White","Brown","Adoption","Small","12","15","500","700","5","2","3","2","3","4","1"
"false","Dog","M","false","24","Miniature Poodle","Miniature Schnauzer","false","Black","White","Adoption","Small","14","16","1000","1500","5","5","4","5","3","5","1"
"true","Dog","F","false","24","Whippet","","true","Brown Brindle","White","Adoption","Medium","12","15","800","1200","5","4","1","1","3","4","2"
